


                       Node(168)                     Node(188)

     time        hNew    theta    Temp         hNew    theta    Temp    
       .000    -23.989   .0770   20.000      -23.989   .0770   20.000
       .010    -23.989   .0770   20.000      -23.989   .0770   20.000
       .020    -23.989   .0770   20.000      -23.989   .0770   20.000
       .033    -23.989   .0770   20.000      -23.989   .0770   20.000
       .050    -23.989   .0770   20.000      -23.989   .0770   20.000
       .072    -23.989   .0770   20.000      -23.989   .0770   20.000
       .101    -23.989   .0770   20.000      -23.989   .0770   20.000
       .139    -23.989   .0770   20.000      -23.989   .0770   20.000
       .186    -23.989   .0770   20.000      -23.989   .0770   20.000
       .249    -23.989   .0770   20.000      -23.989   .0770   20.000
       .332    -23.989   .0770   20.000      -23.989   .0770   20.000
       .444    -23.989   .0770   20.000      -23.989   .0770   20.000
       .583    -23.989   .0770   20.000      -23.989   .0770   20.000
       .791    -23.989   .0770   20.000      -23.989   .0770   20.000
      1.000    -23.989   .0770   20.000      -23.989   .0770   20.000
      1.250    -23.989   .0770   20.000      -23.989   .0770   20.000
      1.625    -23.989   .0770   20.000      -23.989   .0770   20.000
      2.000    -23.989   .0770   20.000      -23.989   .0770   20.000
      2.333    -23.989   .0770   20.000      -23.989   .0770   20.000
      3.000    -23.989   .0770   20.000      -23.989   .0770   20.000
      3.500    -23.989   .0770   20.000      -23.989   .0770   20.000
      4.000    -23.989   .0770   20.000      -23.988   .0770   20.000
      5.000    -23.989   .0770   20.000      -23.988   .0770   20.000
      6.000    -23.989   .0770   20.000      -23.988   .0770   20.000
      7.000    -23.989   .0770   20.000      -23.988   .0770   20.000
      8.000    -23.989   .0770   20.000      -23.988   .0770   20.000
      9.000    -23.989   .0770   20.000      -23.987   .0770   20.000
     10.000    -23.989   .0770   20.000      -23.987   .0770   20.000
     11.000    -23.989   .0770   20.000      -23.986   .0770   20.000
     12.000    -23.989   .0770   20.000      -23.986   .0770   20.000
     13.000    -23.989   .0770   20.000      -23.985   .0770   20.000
     14.000    -23.989   .0770   20.000      -23.984   .0770   20.000
     15.000    -23.989   .0770   20.000      -23.984   .0770   20.000
     16.000    -23.989   .0770   20.000      -23.983   .0770   20.000
     17.000    -23.989   .0770   20.000      -23.982   .0770   20.000
     18.000    -23.989   .0770   20.000      -23.981   .0770   20.000
     19.000    -23.989   .0770   20.000      -23.980   .0770   20.000
     20.000    -23.989   .0770   20.000      -23.978   .0770   20.000
     21.000    -23.989   .0770   20.000      -23.977   .0770   20.000
     22.000    -23.989   .0770   20.000      -23.976   .0770   20.000
     23.000    -23.989   .0770   20.000      -23.974   .0770   20.000
     24.000    -23.989   .0770   20.000      -23.973   .0771   20.000
     25.000    -23.989   .0770   20.000      -23.971   .0771   20.000
     26.000    -23.989   .0770   20.000      -23.969   .0771   20.000
     27.000    -23.989   .0770   20.000      -23.967   .0771   20.000
     28.000    -23.989   .0770   20.000      -23.966   .0771   20.000
     29.000    -23.989   .0770   20.000      -23.964   .0771   20.000
     30.000    -23.989   .0770   20.000      -23.961   .0771   20.000
     31.000    -23.989   .0770   20.000      -23.959   .0771   20.000
     32.000    -23.989   .0770   20.000      -23.957   .0771   20.000
     33.000    -23.989   .0770   20.000      -23.955   .0771   20.000
     34.000    -23.989   .0770   20.000      -23.952   .0771   20.000
     35.000    -23.989   .0770   20.000      -23.950   .0771   20.000
     36.000    -23.989   .0770   20.000      -23.947   .0772   20.000
     37.000    -23.989   .0770   20.000      -23.945   .0772   20.000
     38.000    -23.989   .0770   20.000      -23.942   .0772   20.000
     39.000    -23.989   .0770   20.000      -23.939   .0772   20.000
     40.000    -23.989   .0770   20.000      -23.936   .0772   20.000
     41.000    -23.989   .0770   20.000      -23.933   .0772   20.000
     42.000    -23.989   .0770   20.000      -23.930   .0772   20.000
     43.000    -23.989   .0770   20.000      -23.927   .0772   20.000
     44.000    -23.989   .0770   20.000      -23.924   .0773   20.000
     45.000    -23.989   .0770   20.000      -23.921   .0773   20.000
     46.000    -23.989   .0770   20.000      -23.917   .0773   20.000
     47.000    -23.989   .0770   20.000      -23.914   .0773   20.000
     48.000    -23.989   .0770   20.000      -23.911   .0773   20.000
     49.000    -23.989   .0770   20.000      -23.907   .0773   20.000
     50.000    -23.989   .0770   20.000      -23.904   .0773   20.000
     51.000    -23.989   .0770   20.000      -23.900   .0774   20.000
     52.000    -23.989   .0770   20.000      -23.896   .0774   20.000
     53.000    -23.989   .0770   20.000      -23.893   .0774   20.000
     54.000    -23.989   .0770   20.000      -23.889   .0774   20.000
     55.000    -23.989   .0770   20.000      -23.885   .0774   20.000
     56.000    -23.989   .0770   20.000      -23.881   .0774   20.000
     57.000    -23.989   .0770   20.000      -23.877   .0774   20.000
     58.000    -23.989   .0770   20.000      -23.873   .0775   20.000
     59.000    -23.989   .0770   20.000      -23.869   .0775   20.000
     60.000    -23.989   .0770   20.000      -23.865   .0775   20.000
     61.000    -23.989   .0770   20.000      -23.861   .0775   20.000
     62.000    -23.989   .0770   20.000      -23.856   .0775   20.000
     63.000    -23.989   .0770   20.000      -23.852   .0776   20.000
     64.000    -23.989   .0770   20.000      -23.848   .0776   20.000
     65.000    -23.989   .0770   20.000      -23.844   .0776   20.000
     66.000    -23.989   .0770   20.000      -23.839   .0776   20.000
     67.000    -23.989   .0770   20.000      -23.835   .0776   20.000
     68.000    -23.989   .0770   20.000      -23.830   .0776   20.000
     69.000    -23.989   .0770   20.000      -23.826   .0777   20.000
     70.000    -23.989   .0770   20.000      -23.821   .0777   20.000
     71.000    -23.989   .0770   20.000      -23.817   .0777   20.000
     72.000    -23.989   .0770   20.000      -23.812   .0777   20.000
     73.000    -23.989   .0770   20.000      -23.808   .0777   20.000
     74.000    -23.989   .0770   20.000      -23.803   .0778   20.000
     75.000    -23.989   .0770   20.000      -23.798   .0778   20.000
     76.000    -23.989   .0770   20.000      -23.794   .0778   20.000
     77.000    -23.989   .0770   20.000      -23.789   .0778   20.000
     78.000    -23.989   .0770   20.000      -23.784   .0778   20.000
     79.000    -23.989   .0770   20.000      -23.779   .0779   20.000
     80.000    -23.989   .0770   20.000      -23.775   .0779   20.000
     81.000    -23.989   .0770   20.000      -23.770   .0779   20.000
     82.000    -23.989   .0770   20.000      -23.765   .0779   20.000
     83.000    -23.989   .0770   20.000      -23.760   .0779   20.000
     84.000    -23.989   .0770   20.000      -23.755   .0780   20.000
     85.000    -23.989   .0770   20.000      -23.750   .0780   20.000
     86.000    -23.989   .0770   20.000      -23.745   .0780   20.000
     87.000    -23.989   .0770   20.000      -23.741   .0780   20.000
     88.000    -23.989   .0770   20.000      -23.736   .0780   20.000
     89.000    -23.989   .0770   20.000      -23.731   .0781   20.000
     90.000    -23.989   .0770   20.000      -23.726   .0781   20.000
     91.000    -23.989   .0770   20.000      -23.721   .0781   20.000
     92.000    -23.989   .0770   20.000      -23.716   .0781   20.000
     93.000    -23.989   .0770   20.000      -23.711   .0781   20.000
     94.000    -23.989   .0770   20.000      -23.706   .0782   20.000
     95.000    -23.989   .0770   20.000      -23.701   .0782   20.000
     96.000    -23.989   .0770   20.000      -23.695   .0782   20.000
     97.000    -23.989   .0770   20.000      -23.690   .0782   20.000
     98.000    -23.989   .0770   20.000      -23.685   .0782   20.000
     99.000    -23.989   .0770   20.000      -23.680   .0783   20.000
    100.000    -23.989   .0770   20.000      -23.675   .0783   20.000
    101.000    -23.989   .0770   20.000      -23.670   .0783   20.000
    102.000    -23.989   .0770   20.000      -23.665   .0783   20.000
    103.000    -23.989   .0770   20.000      -23.660   .0784   20.000
    104.000    -23.989   .0770   20.000      -23.655   .0784   20.000
    105.000    -23.989   .0770   20.000      -23.650   .0784   20.000
    106.000    -23.989   .0770   20.000      -23.644   .0784   20.000
    107.000    -23.989   .0770   20.000      -23.639   .0784   20.000
    108.000    -23.989   .0770   20.000      -23.634   .0785   20.000
    109.000    -23.989   .0770   20.000      -23.629   .0785   20.000
    110.000    -23.989   .0770   20.000      -23.624   .0785   20.000
    111.000    -23.989   .0770   20.000      -23.620   .0785   20.000
    112.000    -23.989   .0770   20.000      -23.615   .0786   20.000
    113.000    -23.989   .0770   20.000      -23.610   .0786   20.000
    114.000    -23.989   .0770   20.000      -23.605   .0786   20.000
    115.000    -23.990   .0770   20.000      -23.599   .0786   20.000
    116.000    -23.990   .0770   20.000      -23.594   .0787   20.000
    117.000    -23.990   .0770   20.000      -23.589   .0787   20.000
    118.000    -23.990   .0770   20.000      -23.584   .0787   20.000
    119.000    -23.990   .0770   20.000      -23.579   .0788   20.000
    120.000    -23.990   .0770   20.000      -23.574   .0788   20.000
    121.000    -23.990   .0770   20.000      -23.568   .0788   20.000
    122.000    -23.990   .0770   20.000      -23.563   .0788   20.000
    123.000    -23.990   .0770   20.000      -23.558   .0789   20.000
    124.000    -23.990   .0770   20.000      -23.553   .0789   20.000
    125.000    -23.990   .0770   20.000      -23.548   .0789   20.000
    126.000    -23.990   .0770   20.000      -23.543   .0789   20.000
    127.000    -23.990   .0770   20.000      -23.538   .0790   20.000
    128.000    -23.990   .0770   20.000      -23.533   .0790   20.000
    129.000    -23.990   .0770   20.000      -23.527   .0790   20.000
    130.000    -23.990   .0770   20.000      -23.522   .0791   20.000
    131.000    -23.990   .0770   20.000      -23.517   .0791   20.000
    132.000    -23.990   .0770   20.000      -23.512   .0791   20.000
    133.000    -23.990   .0770   20.000      -23.507   .0791   20.000
    134.000    -23.990   .0770   20.000      -23.502   .0792   20.000
    135.000    -23.990   .0770   20.000      -23.497   .0792   20.000
    136.000    -23.990   .0770   20.000      -23.492   .0792   20.000
    137.000    -23.990   .0770   20.000      -23.487   .0792   20.000
    138.000    -23.991   .0770   20.000      -23.482   .0793   20.000
    139.000    -23.991   .0770   20.000      -23.477   .0793   20.000
    140.000    -23.991   .0770   20.000      -23.472   .0793   20.000
    141.000    -23.991   .0770   20.000      -23.467   .0794   20.000
    142.000    -23.991   .0770   20.000      -23.462   .0794   20.000
    143.000    -23.991   .0770   20.000      -23.457   .0794   20.000
    144.000    -23.991   .0770   20.000      -23.452   .0794   20.000
    145.000    -23.991   .0770   20.000      -23.447   .0795   20.000
    146.000    -23.991   .0770   20.000      -23.442   .0795   20.000
    147.000    -23.991   .0770   20.000      -23.437   .0795   20.000
    148.000    -23.991   .0770   20.000      -23.432   .0795   20.000
    149.000    -23.991   .0770   20.000      -23.427   .0796   20.000
    150.000    -23.991   .0770   20.000      -23.422   .0796   20.000
    151.000    -23.991   .0770   20.000      -23.417   .0796   20.000
    152.000    -23.991   .0770   20.000      -23.412   .0796   20.000
    153.000    -23.992   .0770   20.000      -23.408   .0797   20.000
    154.000    -23.992   .0770   20.000      -23.403   .0797   20.000
    155.000    -23.992   .0770   20.000      -23.398   .0797   20.000
    156.000    -23.992   .0770   20.000      -23.393   .0798   20.000
    157.000    -23.992   .0770   20.000      -23.388   .0798   20.000
    158.000    -23.992   .0770   20.000      -23.383   .0798   20.000
    159.000    -23.992   .0770   20.000      -23.378   .0798   20.000
    160.000    -23.992   .0770   20.000      -23.374   .0799   20.000
    161.000    -23.992   .0770   20.000      -23.369   .0799   20.000
    162.000    -23.992   .0770   20.000      -23.364   .0799   20.000
    163.000    -23.992   .0770   20.000      -23.359   .0799   20.000
    164.000    -23.992   .0770   20.000      -23.355   .0800   20.000
    165.000    -23.993   .0770   20.000      -23.350   .0800   20.000
    166.000    -23.993   .0770   20.000      -23.345   .0800   20.000
    167.000    -23.993   .0770   20.000      -23.340   .0800   20.000
    168.000    -23.993   .0770   20.000      -23.336   .0801   20.000
    169.000    -23.993   .0770   20.000      -23.331   .0801   20.000
    170.000    -23.993   .0770   20.000      -23.326   .0801   20.000
    171.000    -23.993   .0770   20.000      -23.322   .0801   20.000
    172.000    -23.993   .0770   20.000      -23.317   .0802   20.000
    173.000    -23.993   .0770   20.000      -23.312   .0802   20.000
    174.000    -23.993   .0770   20.000      -23.308   .0802   20.000
    175.000    -23.994   .0770   20.000      -23.303   .0802   20.000
    176.000    -23.994   .0770   20.000      -23.299   .0803   20.000
    177.000    -23.994   .0770   20.000      -23.294   .0803   20.000
    178.000    -23.994   .0770   20.000      -23.289   .0803   20.000
    179.000    -23.994   .0770   20.000      -23.285   .0803   20.000
    180.000    -23.994   .0770   20.000      -23.280   .0804   20.000
    181.000    -23.994   .0770   20.000      -23.276   .0804   20.000
    182.000    -23.994   .0770   20.000      -23.271   .0804   20.000
    183.000    -23.994   .0770   20.000      -23.267   .0804   20.000
    184.000    -23.995   .0770   20.000      -23.262   .0805   20.000
    185.000    -23.995   .0770   20.000      -23.258   .0805   20.000
    186.000    -23.995   .0770   20.000      -23.253   .0805   20.000
    187.000    -23.995   .0770   20.000      -23.249   .0805   20.000
    188.000    -23.995   .0770   20.000      -23.244   .0806   20.000
    189.000    -23.995   .0770   20.000      -23.240   .0806   20.000
    190.000    -23.995   .0770   20.000      -23.235   .0806   20.000
    191.000    -23.995   .0770   20.000      -23.231   .0806   20.000
    192.000    -23.996   .0770   20.000      -23.227   .0806   20.000
    193.000    -23.996   .0770   20.000      -23.222   .0807   20.000
    194.000    -23.996   .0770   20.000      -23.218   .0807   20.000
    195.000    -23.996   .0770   20.000      -23.214   .0807   20.000
    196.000    -23.996   .0770   20.000      -23.209   .0807   20.000
    197.000    -23.996   .0770   20.000      -23.205   .0808   20.000
    198.000    -23.996   .0770   20.000      -23.201   .0808   20.000
    199.000    -23.996   .0770   20.000      -23.196   .0808   20.000
    200.000    -23.997   .0770   20.000      -23.192   .0808   20.000
    201.000    -23.997   .0770   20.000      -23.188   .0809   20.000
    202.000    -23.997   .0770   20.000      -23.183   .0809   20.000
    203.000    -23.997   .0769   20.000      -23.179   .0809   20.000
    204.000    -23.997   .0769   20.000      -23.175   .0809   20.000
    205.000    -23.997   .0769   20.000      -23.171   .0810   20.000
    206.000    -23.998   .0769   20.000      -23.166   .0810   20.000
    207.000    -23.998   .0769   20.000      -23.162   .0810   20.000
    208.000    -23.998   .0769   20.000      -23.158   .0810   20.000
    209.000    -23.998   .0769   20.000      -23.154   .0810   20.000
    210.000    -23.998   .0769   20.000      -23.150   .0811   20.000
    211.000    -23.998   .0769   20.000      -23.146   .0811   20.000
    212.000    -23.998   .0769   20.000      -23.141   .0811   20.000
    213.000    -23.999   .0769   20.000      -23.137   .0811   20.000
    214.000    -23.999   .0769   20.000      -23.133   .0812   20.000
    215.000    -23.999   .0769   20.000      -23.129   .0812   20.000
    216.000    -23.999   .0769   20.000      -23.125   .0812   20.000
    217.000    -23.999   .0769   20.000      -23.121   .0812   20.000
    218.000    -23.999   .0769   20.000      -23.117   .0812   20.000
    219.000    -24.000   .0769   20.000      -23.113   .0813   20.000
    220.000    -24.000   .0769   20.000      -23.109   .0813   20.000
    221.000    -24.000   .0769   20.000      -23.105   .0813   20.000
    222.000    -24.000   .0769   20.000      -23.101   .0813   20.000
    223.000    -24.000   .0769   20.000      -23.097   .0813   20.000
    224.000    -24.001   .0769   20.000      -23.093   .0814   20.000
    225.000    -24.001   .0769   20.000      -23.089   .0814   20.000
    226.000    -24.001   .0769   20.000      -23.085   .0814   20.000
    227.000    -24.001   .0769   20.000      -23.081   .0814   20.000
    228.000    -24.001   .0769   20.000      -23.077   .0815   20.000
    229.000    -24.001   .0769   20.000      -23.073   .0815   20.000
    230.000    -24.002   .0769   20.000      -23.069   .0815   20.000
    231.000    -24.002   .0769   20.000      -23.065   .0815   20.000
    232.000    -24.002   .0769   20.000      -23.061   .0815   20.000
    233.000    -24.002   .0769   20.000      -23.057   .0816   20.000
    234.000    -24.002   .0769   20.000      -23.054   .0816   20.000
    235.000    -24.003   .0769   20.000      -23.050   .0816   20.000
    236.000    -24.003   .0769   20.000      -23.046   .0816   20.000
    237.000    -24.003   .0769   20.000      -23.042   .0816   20.000
    238.000    -24.003   .0769   20.000      -23.038   .0817   20.000
    239.000    -24.003   .0769   20.000      -23.034   .0817   20.000
    240.000    -24.004   .0769   20.000      -23.031   .0817   20.000
    241.000    -24.004   .0769   20.000      -23.027   .0817   20.000
    242.000    -24.004   .0769   20.000      -23.023   .0817   20.000
    243.000    -24.004   .0769   20.000      -23.019   .0818   20.000
    244.000    -24.004   .0769   20.000      -23.016   .0818   20.000
    245.000    -24.005   .0769   20.000      -23.012   .0818   20.000
    246.000    -24.005   .0769   20.000      -23.008   .0818   20.000
    247.000    -24.005   .0769   20.000      -23.004   .0818   20.000
    248.000    -24.005   .0769   20.000      -23.001   .0819   20.000
    249.000    -24.006   .0769   20.000      -22.997   .0819   20.000
    250.000    -24.006   .0769   20.000      -22.993   .0819   20.000
    251.000    -24.006   .0769   20.000      -22.990   .0819   20.000
    252.000    -24.006   .0769   20.000      -22.986   .0819   20.000
    253.000    -24.006   .0769   20.000      -22.982   .0820   20.000
    254.000    -24.007   .0769   20.000      -22.979   .0820   20.000
    255.000    -24.007   .0769   20.000      -22.975   .0820   20.000
    256.000    -24.007   .0769   20.000      -22.972   .0820   20.000
    257.000    -24.007   .0769   20.000      -22.968   .0820   20.000
    258.000    -24.008   .0769   20.000      -22.964   .0821   20.000
    259.000    -24.008   .0769   20.000      -22.961   .0821   20.000
    260.000    -24.008   .0769   20.000      -22.957   .0821   20.000
    261.000    -24.008   .0769   20.000      -22.954   .0821   20.000
    262.000    -24.009   .0769   20.000      -22.950   .0821   20.000
    263.000    -24.009   .0769   20.000      -22.947   .0822   20.000
    264.000    -24.009   .0769   20.000      -22.943   .0822   20.000
    265.000    -24.009   .0769   20.000      -22.940   .0822   20.000
    266.000    -24.010   .0769   20.000      -22.936   .0822   20.000
    267.000    -24.010   .0769   20.000      -22.933   .0822   20.000
    268.000    -24.010   .0769   20.000      -22.929   .0823   20.000
    269.000    -24.010   .0769   20.000      -22.926   .0823   20.000
    270.000    -24.011   .0769   20.000      -22.922   .0823   20.000
    271.000    -24.011   .0769   20.000      -22.919   .0823   20.000
    272.000    -24.011   .0769   20.000      -22.916   .0823   20.000
    273.000    -24.011   .0769   20.000      -22.912   .0823   20.000
    274.000    -24.012   .0769   20.000      -22.909   .0824   20.000
    275.000    -24.012   .0769   20.000      -22.905   .0824   20.000
    276.000    -24.012   .0769   20.000      -22.902   .0824   20.000
    277.000    -24.012   .0769   20.000      -22.899   .0824   20.000
    278.000    -24.013   .0769   20.000      -22.895   .0824   20.000
    279.000    -24.013   .0769   20.000      -22.892   .0825   20.000
    280.000    -24.013   .0769   20.000      -22.888   .0825   20.000
    281.000    -24.013   .0769   20.000      -22.885   .0825   20.000
    282.000    -24.014   .0769   20.000      -22.882   .0825   20.000
    283.000    -24.014   .0769   20.000      -22.879   .0825   20.000
    284.000    -24.014   .0769   20.000      -22.875   .0825   20.000
    285.000    -24.015   .0769   20.000      -22.872   .0826   20.000
    286.000    -24.015   .0769   20.000      -22.869   .0826   20.000
    287.000    -24.015   .0769   20.000      -22.865   .0826   20.000
    288.000    -24.015   .0769   20.000      -22.862   .0826   20.000
    289.000    -24.016   .0769   20.000      -22.859   .0826   20.000
    290.000    -24.016   .0769   20.000      -22.856   .0826   20.000
    291.000    -24.016   .0769   20.000      -22.852   .0827   20.000
    292.000    -24.017   .0769   20.000      -22.849   .0827   20.000
    293.000    -24.017   .0769   20.000      -22.846   .0827   20.000
    294.000    -24.017   .0769   20.000      -22.843   .0827   20.000
    295.000    -24.017   .0769   20.000      -22.840   .0827   20.000
    296.000    -24.018   .0769   20.000      -22.836   .0827   20.000
    297.000    -24.018   .0769   20.000      -22.833   .0828   20.000
    298.000    -24.018   .0769   20.000      -22.830   .0828   20.000
    299.000    -24.019   .0769   20.000      -22.827   .0828   20.000
    300.000    -24.019   .0769   20.000      -22.824   .0828   20.000
    301.000    -24.019   .0769   20.000      -22.821   .0828   20.000
    302.000    -24.019   .0769   20.000      -22.818   .0829   20.000
    303.000    -24.020   .0769   20.000      -22.815   .0829   20.000
    304.000    -24.020   .0769   20.000      -22.811   .0829   20.000
    305.000    -24.020   .0769   20.000      -22.808   .0829   20.000
    306.000    -24.021   .0769   20.000      -22.805   .0829   20.000
    307.000    -24.021   .0769   20.000      -22.802   .0829   20.000
    308.000    -24.021   .0768   20.000      -22.799   .0830   20.000
    309.000    -24.022   .0768   20.000      -22.796   .0830   20.000
    310.000    -24.022   .0768   20.000      -22.793   .0830   20.000
    311.000    -24.022   .0768   20.000      -22.790   .0830   20.000
    312.000    -24.023   .0768   20.000      -22.787   .0830   20.000
    313.000    -24.023   .0768   20.000      -22.784   .0830   20.000
    314.000    -24.023   .0768   20.000      -22.781   .0830   20.000
    315.000    -24.024   .0768   20.000      -22.778   .0831   20.000
    316.000    -24.024   .0768   20.000      -22.775   .0831   20.000
    317.000    -24.024   .0768   20.000      -22.772   .0831   20.000
    318.000    -24.024   .0768   20.000      -22.769   .0831   20.000
    319.000    -24.025   .0768   20.000      -22.766   .0831   20.000
    320.000    -24.025   .0768   20.000      -22.763   .0831   20.000
    321.000    -24.025   .0768   20.000      -22.760   .0832   20.000
    322.000    -24.026   .0768   20.000      -22.757   .0832   20.000
    323.000    -24.026   .0768   20.000      -22.754   .0832   20.000
    324.000    -24.026   .0768   20.000      -22.752   .0832   20.000
    325.000    -24.027   .0768   20.000      -22.749   .0832   20.000
    326.000    -24.027   .0768   20.000      -22.746   .0832   20.000
    327.000    -24.027   .0768   20.000      -22.743   .0833   20.000
    328.000    -24.028   .0768   20.000      -22.740   .0833   20.000
    329.000    -24.028   .0768   20.000      -22.737   .0833   20.000
    330.000    -24.028   .0768   20.000      -22.734   .0833   20.000
    331.000    -24.029   .0768   20.000      -22.731   .0833   20.000
    332.000    -24.029   .0768   20.000      -22.729   .0833   20.000
    333.000    -24.030   .0768   20.000      -22.726   .0833   20.000
    334.000    -24.030   .0768   20.000      -22.723   .0834   20.000
    335.000    -24.030   .0768   20.000      -22.720   .0834   20.000
    336.000    -24.031   .0768   20.000      -22.717   .0834   20.000
    337.000    -24.031   .0768   20.000      -22.715   .0834   20.000
    338.000    -24.031   .0768   20.000      -22.712   .0834   20.000
    339.000    -24.032   .0768   20.000      -22.709   .0834   20.000
    340.000    -24.032   .0768   20.000      -22.706   .0835   20.000
    341.000    -24.032   .0768   20.000      -22.703   .0835   20.000
    342.000    -24.033   .0768   20.000      -22.701   .0835   20.000
    343.000    -24.033   .0768   20.000      -22.698   .0835   20.000
    344.000    -24.033   .0768   20.000      -22.695   .0835   20.000
    345.000    -24.034   .0768   20.000      -22.692   .0835   20.000
    346.000    -24.034   .0768   20.000      -22.690   .0835   20.000
    347.000    -24.034   .0768   20.000      -22.687   .0836   20.000
    348.000    -24.035   .0768   20.000      -22.684   .0836   20.000
    349.000    -24.035   .0768   20.000      -22.682   .0836   20.000
    350.000    -24.036   .0768   20.000      -22.679   .0836   20.000
    351.000    -24.036   .0768   20.000      -22.676   .0836   20.000
    352.000    -24.036   .0768   20.000      -22.674   .0836   20.000
    353.000    -24.037   .0768   20.000      -22.671   .0836   20.000
    354.000    -24.037   .0768   20.000      -22.668   .0837   20.000
    355.000    -24.037   .0768   20.000      -22.666   .0837   20.000
    356.000    -24.038   .0768   20.000      -22.663   .0837   20.000
    357.000    -24.038   .0768   20.000      -22.660   .0837   20.000
    358.000    -24.039   .0768   20.000      -22.658   .0837   20.000
    359.000    -24.039   .0768   20.000      -22.655   .0837   20.000
    360.000    -24.039   .0768   20.000      -22.653   .0837   20.000
    361.000    -24.040   .0768   20.000      -22.650   .0838   20.000
    362.000    -24.040   .0768   20.000      -22.647   .0838   20.000
    363.000    -24.040   .0768   20.000      -22.645   .0838   20.000
    364.000    -24.041   .0768   20.000      -22.642   .0838   20.000
    365.000    -24.041   .0768   20.000      -22.640   .0838   20.000
    366.000    -24.042   .0768   20.000      -22.637   .0838   20.000
    367.000    -24.042   .0768   20.000      -22.634   .0838   20.000
    368.000    -24.042   .0768   20.000      -22.632   .0839   20.000
    369.000    -24.043   .0768   20.000      -22.629   .0839   20.000
    370.000    -24.043   .0768   20.000      -22.627   .0839   20.000
    371.000    -24.044   .0768   20.000      -22.624   .0839   20.000
    372.000    -24.044   .0768   20.000      -22.622   .0839   20.000
    373.000    -24.044   .0768   20.000      -22.619   .0839   20.000
    374.000    -24.045   .0768   20.000      -22.617   .0839   20.000
    375.000    -24.045   .0767   20.000      -22.614   .0839   20.000
    376.000    -24.046   .0767   20.000      -22.612   .0840   20.000
    377.000    -24.046   .0767   20.000      -22.609   .0840   20.000
    378.000    -24.046   .0767   20.000      -22.607   .0840   20.000
    379.000    -24.047   .0767   20.000      -22.604   .0840   20.000
    380.000    -24.047   .0767   20.000      -22.602   .0840   20.000
    381.000    -24.048   .0767   20.000      -22.599   .0840   20.000
    382.000    -24.048   .0767   20.000      -22.597   .0840   20.000
    383.000    -24.048   .0767   20.000      -22.595   .0841   20.000
    384.000    -24.049   .0767   20.000      -22.592   .0841   20.000
    385.000    -24.049   .0767   20.000      -22.590   .0841   20.000
    386.000    -24.050   .0767   20.000      -22.587   .0841   20.000
    387.000    -24.050   .0767   20.000      -22.585   .0841   20.000
    388.000    -24.050   .0767   20.000      -22.583   .0841   20.000
    389.000    -24.051   .0767   20.000      -22.580   .0841   20.000
    390.000    -24.051   .0767   20.000      -22.578   .0841   20.000
    391.000    -24.052   .0767   20.000      -22.575   .0842   20.000
    392.000    -24.052   .0767   20.000      -22.573   .0842   20.000
    393.000    -24.052   .0767   20.000      -22.571   .0842   20.000
    394.000    -24.053   .0767   20.000      -22.568   .0842   20.000
    395.000    -24.053   .0767   20.000      -22.566   .0842   20.000
    396.000    -24.054   .0767   20.000      -22.564   .0842   20.000
    397.000    -24.054   .0767   20.000      -22.561   .0842   20.000
    398.000    -24.055   .0767   20.000      -22.559   .0842   20.000
    399.000    -24.055   .0767   20.000      -22.557   .0843   20.000
    400.000    -24.055   .0767   20.000      -22.554   .0843   20.000
    401.000    -24.056   .0767   20.000      -22.552   .0843   20.000
    402.000    -24.056   .0767   20.000      -22.550   .0843   20.000
    403.000    -24.057   .0767   20.000      -22.547   .0843   20.000
    404.000    -24.057   .0767   20.000      -22.545   .0843   20.000
    405.000    -24.058   .0767   20.000      -22.543   .0843   20.000
    406.000    -24.058   .0767   20.000      -22.540   .0843   20.000
    407.000    -24.058   .0767   20.000      -22.538   .0844   20.000
    408.000    -24.059   .0767   20.000      -22.536   .0844   20.000
    409.000    -24.059   .0767   20.000      -22.534   .0844   20.000
    410.000    -24.060   .0767   20.000      -22.531   .0844   20.000
    411.000    -24.060   .0767   20.000      -22.529   .0844   20.000
    412.000    -24.061   .0767   20.000      -22.527   .0844   20.000
    413.000    -24.061   .0767   20.000      -22.525   .0844   20.000
    414.000    -24.062   .0767   20.000      -22.522   .0844   20.000
    415.000    -24.062   .0767   20.000      -22.520   .0845   20.000
    416.000    -24.062   .0767   20.000      -22.518   .0845   20.000
    417.000    -24.063   .0767   20.000      -22.516   .0845   20.000
    418.000    -24.063   .0767   20.000      -22.514   .0845   20.000
    419.000    -24.064   .0767   20.000      -22.511   .0845   20.000
    420.000    -24.064   .0767   20.000      -22.509   .0845   20.000
    421.000    -24.065   .0767   20.000      -22.507   .0845   20.000
    422.000    -24.065   .0767   20.000      -22.505   .0845   20.000
    423.000    -24.066   .0767   20.000      -22.503   .0845   20.000
    424.000    -24.066   .0767   20.000      -22.500   .0846   20.000
    425.000    -24.066   .0767   20.000      -22.498   .0846   20.000
    426.000    -24.067   .0767   20.000      -22.496   .0846   20.000
    427.000    -24.067   .0767   20.000      -22.494   .0846   20.000
    428.000    -24.068   .0767   20.000      -22.492   .0846   20.000
    429.000    -24.068   .0767   20.000      -22.490   .0846   20.000
    430.000    -24.069   .0767   20.000      -22.488   .0846   20.000
    431.000    -24.069   .0766   20.000      -22.485   .0846   20.000
    432.000    -24.070   .0766   20.000      -22.483   .0847   20.000
