 Flow Through the Dike with a Seepage Face                               
 
 Program HYDRUS2
 Date:   6. 4.    Time:   7:27:33
 Time dependent boundary conditions
 Vertical plane flow, V = L*L
 Units: L = cm   , T = days , M = mmol 


 Time:      2.5000

    i    n    x      z    Code     Q          v           h       th       Temp     Conc
                                 [V/T]      [L/T]        [L]     [-]        [C]    [M/L3]

   10   47   80.1   13.9    2  -.232E+02   .679E+01         .0   .430     20.00  .755E-01
   11   48   77.2   15.9    2  -.150E+02   .428E+01         .0   .430     20.00  .768E-01
   12   49   74.3   18.0    2  -.115E+01   .319E+00         .0   .430     20.00  .783E-01
   13   50   71.3   20.1   -2   .000E+00   .000E+00        -.5   .430     20.00  .800E-01
   14   51   68.3   22.2   -2   .000E+00   .000E+00       -1.2   .429     20.00  .824E-01
   15   52   65.1   24.4   -2   .000E+00   .000E+00       -2.2   .428     20.00  .848E-01
   16   53   61.9   26.7   -2   .000E+00   .000E+00       -3.3   .426     20.00  .860E-01
   17   54   58.6   29.0   -2   .000E+00   .000E+00       -4.4   .423     20.00  .884E-01
   18   55   55.2   31.3   -2   .000E+00   .000E+00       -5.7   .420     20.00  .929E-01
   19   56   51.8   33.7   -2   .000E+00   .000E+00       -7.1   .416     20.00  .934E-01
   20   57   48.3   36.2   -2   .000E+00   .000E+00       -8.6   .412     20.00  .974E-01
   21   58   44.7   38.7   -2   .000E+00   .000E+00      -10.1   .407     20.00  .101E+00
   22   59   41.0   41.3   -2   .000E+00   .000E+00      -11.8   .402     20.00  .108E+00
   23   60   37.2   43.9   -2   .000E+00   .000E+00      -13.5   .396     20.00  .114E+00
   24   61   33.4   46.6   -2   .000E+00   .000E+00      -15.5   .390     20.00  .131E+00
   25   62   29.5   49.3   -2   .000E+00   .000E+00      -17.5   .383     20.00  .156E+00
   26   63   25.5   52.1   -2   .000E+00   .000E+00      -19.9   .376     20.00  .203E+00
   27   64   21.5   55.0   -2   .000E+00   .000E+00      -22.1   .369     20.00  .273E+00
   28   65   17.3   57.9   -4   .510E+01  -.100E+01      -22.3   .368     20.00  .281E+00
   29   66   13.1   60.8   -4   .519E+01  -.100E+01      -23.6   .364     20.00  .342E+00
   30   67    8.8   63.8   -4   .528E+01  -.100E+01      -25.1   .360     20.00  .394E+00
   31   68    4.4   66.9   -4   .538E+01  -.100E+01      -26.6   .356     20.00  .449E+00
   32   69     .0   70.0   -4   .521E+01  -.100E+01      -27.5   .354     20.00  .484E+00
   33   70   -5.0   70.0   -4   .500E+01  -.100E+01      -27.7   .353     20.00  .635E+00
   34   71  -10.0   70.0   -4   .500E+01  -.100E+01      -27.0   .355     20.00  .773E+00
   35   72  -15.0   70.0   -4   .500E+01  -.100E+01      -25.9   .358     20.00  .888E+00
   36   73  -20.0   70.0   -4   .512E+01  -.100E+01      -24.6   .362     20.00  .919E+00
   37   74  -24.0   66.5   -4   .520E+01  -.100E+01      -21.8   .370     20.00  .106E+01
   38   75  -27.8   63.2   -4   .510E+01  -.100E+01      -18.2   .381     20.00  .105E+01
   39   76  -31.6   59.8   -4   .500E+01  -.100E+01      -14.1   .394     20.00  .105E+01
   40   77  -35.3   56.6   -4   .490E+01  -.100E+01       -9.9   .408     20.00  .984E+00
   41   78  -39.0   53.4   -4   .480E+01  -.100E+01       -5.4   .421     20.00  .970E+00
   42   79  -42.6   50.3    1   .509E+02  -.108E+02        -.3   .430     20.00  .101E+01
   43   80  -46.1   47.2    1   .379E+02  -.824E+01        2.8   .430     20.00  .999E+00
   44   81  -49.5   44.2    1   .295E+02  -.656E+01        5.8   .430     20.00  .987E+00
   45   82  -52.8   41.3    1   .244E+02  -.556E+01        8.7   .430     20.00  .979E+00
   46   83  -56.1   38.4    1   .210E+02  -.490E+01       11.6   .430     20.00  .973E+00
   47   84  -59.3   35.6    1   .182E+02  -.435E+01       14.4   .430     20.00  .965E+00
   48   85  -62.4   32.9    1   .157E+02  -.385E+01       17.1   .430     20.00  .956E+00
   49   86  -65.4   30.2    1   .136E+02  -.342E+01       19.8   .430     20.00  .945E+00
   50   87  -68.4   27.7    1   .118E+02  -.303E+01       22.3   .430     20.00  .931E+00
   51   88  -71.3   25.1    1   .102E+02  -.269E+01       24.9   .430     20.00  .916E+00
   52   89  -74.1   22.7    1   .873E+01  -.237E+01       27.3   .430     20.00  .898E+00
   53   90  -76.8   20.3    1   .742E+01  -.207E+01       29.7   .430     20.00  .878E+00
   54   91  -79.5   17.9    1   .623E+01  -.179E+01       32.1   .430     20.00  .857E+00
   55   92  -82.1   15.7    1   .518E+01  -.153E+01       34.3   .430     20.00  .834E+00
   56   93  -84.6   13.5    1   .415E+01  -.126E+01       36.5   .430     20.00  .807E+00
   57   94  -87.0   11.4    1   .331E+01  -.104E+01       38.6   .430     20.00  .782E+00
   58   95  -89.4    9.3    1   .257E+01  -.836E+00       40.7   .430     20.00  .755E+00
   59   96  -91.6    7.3    1   .180E+01  -.604E+00       42.7   .430     20.00  .729E+00
   60   97  -93.8    5.4    1   .122E+01  -.424E+00       44.6   .430     20.00  .707E+00
   61   98  -96.0    3.5    1   .725E+00  -.261E+00       46.5   .430     20.00  .689E+00
   62   99  -98.0    1.7    1   .292E+00  -.109E+00       48.3   .430     20.00  .676E+00
