

  TLevel   Time         dt      Iter  ItCum
   377  .23500E+02  .25000E+00    4   1462
   378  .23750E+02  .25000E+00    4   1466
   379  .24000E+02  .25000E+00    4   1470
   380  .24250E+02  .25000E+00    4   1474
   381  .24500E+02  .25000E+00    4   1478
   382  .24750E+02  .25000E+00    4   1482
   383  .25000E+02  .25000E+00    4   1486
   384  .25250E+02  .25000E+00    4   1490
   385  .25500E+02  .25000E+00    4   1494
   386  .25750E+02  .25000E+00    4   1498
   387  .26000E+02  .25000E+00    4   1502
   388  .26250E+02  .25000E+00    4   1506
   389  .26500E+02  .25000E+00    4   1510
   390  .26750E+02  .25000E+00    4   1514
   391  .27000E+02  .25000E+00    4   1518
   392  .27250E+02  .25000E+00    4   1522
   393  .27500E+02  .25000E+00    4   1526
   394  .27750E+02  .25000E+00    4   1530
   395  .28000E+02  .25000E+00    4   1534
   396  .28250E+02  .25000E+00    4   1538
   397  .28500E+02  .25000E+00    4   1542
   398  .28750E+02  .25000E+00    4   1546
   399  .29000E+02  .25000E+00    3   1549
   400  .29250E+02  .25000E+00    3   1552
   401  .29500E+02  .25000E+00    3   1555
   402  .29750E+02  .25000E+00    3   1558
   403  .30000E+02  .25000E+00    3   1561
   404  .30357E+02  .35714E+00    4   1565
   405  .30714E+02  .35714E+00    4   1569
   406  .31071E+02  .35714E+00    4   1573
   407  .31429E+02  .35714E+00    4   1577
   408  .31786E+02  .35714E+00    4   1581
   409  .32143E+02  .35714E+00    4   1585
   410  .32500E+02  .35714E+00    4   1589
   411  .32857E+02  .35714E+00    4   1593
   412  .33214E+02  .35714E+00    4   1597
   413  .33571E+02  .35714E+00    4   1601
   414  .33929E+02  .35714E+00    4   1605
   415  .34286E+02  .35714E+00    4   1609
   416  .34643E+02  .35714E+00    4   1613
   417  .35000E+02  .35714E+00    4   1617
   418  .35357E+02  .35714E+00    4   1621
   419  .35714E+02  .35714E+00    4   1625
   420  .36071E+02  .35714E+00    4   1629
   421  .36429E+02  .35714E+00    4   1633
   422  .36786E+02  .35714E+00    4   1637
   423  .37143E+02  .35714E+00    4   1641
   424  .37500E+02  .35714E+00    4   1645
   425  .37857E+02  .35714E+00    4   1649
   426  .38214E+02  .35714E+00    4   1653
   427  .38571E+02  .35714E+00    4   1657
   428  .38929E+02  .35714E+00    4   1661
   429  .39286E+02  .35714E+00    4   1665
   430  .39643E+02  .35714E+00    4   1669
   431  .40000E+02  .35714E+00    4   1673
   432  .40357E+02  .35714E+00    4   1677
   433  .40714E+02  .35714E+00    4   1681
   434  .41071E+02  .35714E+00    4   1685
   435  .41429E+02  .35714E+00    4   1689
   436  .41786E+02  .35714E+00    4   1693
   437  .42143E+02  .35714E+00    4   1697
   438  .42500E+02  .35714E+00    4   1701
   439  .42857E+02  .35714E+00    4   1705
   440  .43214E+02  .35714E+00    4   1709
   441  .43571E+02  .35714E+00    4   1713
   442  .43929E+02  .35714E+00    4   1717
   443  .44286E+02  .35714E+00    4   1721
   444  .44643E+02  .35714E+00    4   1725
   445  .45000E+02  .35714E+00    4   1729
   446  .45357E+02  .35714E+00    4   1733
   447  .45714E+02  .35714E+00    4   1737
   448  .46071E+02  .35714E+00    4   1741
   449  .46429E+02  .35714E+00    4   1745
   450  .46786E+02  .35714E+00    4   1749
   451  .47143E+02  .35714E+00    4   1753
   452  .47500E+02  .35714E+00    3   1756
   453  .47917E+02  .41667E+00    4   1760
   454  .48333E+02  .41667E+00    4   1764
   455  .48750E+02  .41667E+00    4   1768
   456  .49167E+02  .41667E+00    4   1772
   457  .49583E+02  .41667E+00    4   1776
   458  .50000E+02  .41666E+00    4   1780
   459  .50385E+02  .38462E+00    3   1783
   460  .50804E+02  .41958E+00    4   1787
   461  .51224E+02  .41958E+00    4   1791
   462  .51643E+02  .41958E+00    4   1795
   463  .52063E+02  .41958E+00    3   1798
   464  .52552E+02  .48951E+00    4   1802
   465  .53042E+02  .48951E+00    4   1806
   466  .53531E+02  .48951E+00    4   1810
   467  .54021E+02  .48951E+00    4   1814
   468  .54510E+02  .48951E+00    4   1818
   469  .55000E+02  .48951E+00    4   1822
   470  .55500E+02  .50000E+00    4   1826
   471  .56000E+02  .50000E+00    4   1830
   472  .56500E+02  .50000E+00    4   1834
   473  .57000E+02  .50000E+00    4   1838
   474  .57500E+02  .50000E+00    4   1842
   475  .58000E+02  .50000E+00    4   1846
   476  .58500E+02  .50000E+00    4   1850
   477  .59000E+02  .50000E+00    4   1854
   478  .59500E+02  .50000E+00    4   1858
   479  .60000E+02  .50000E+00    4   1862
   480  .60500E+02  .50000E+00    4   1866
   481  .61000E+02  .50000E+00    4   1870
   482  .61500E+02  .50000E+00    4   1874
   483  .62000E+02  .50000E+00    4   1878
   484  .62500E+02  .50000E+00    4   1882
   485  .63000E+02  .50000E+00    4   1886
   486  .63500E+02  .50000E+00    4   1890
   487  .64000E+02  .50000E+00    3   1893
   488  .64500E+02  .50000E+00    3   1896
   489  .65000E+02  .50000E+00    3   1899
   490  .65556E+02  .55556E+00    4   1903
   491  .66111E+02  .55556E+00    4   1907
   492  .66667E+02  .55556E+00    4   1911
   493  .67222E+02  .55555E+00    4   1915
   494  .67778E+02  .55555E+00    4   1919
   495  .68333E+02  .55555E+00    4   1923
   496  .68889E+02  .55555E+00    4   1927
   497  .69444E+02  .55555E+00    4   1931
   498  .70000E+02  .55556E+00    4   1935
   499  .70556E+02  .55556E+00    4   1939
   500  .71111E+02  .55556E+00    4   1943
   501  .71667E+02  .55556E+00    4   1947
   502  .72222E+02  .55555E+00    3   1950
   503  .72917E+02  .69444E+00    4   1954
   504  .73611E+02  .69444E+00    4   1958
   505  .74306E+02  .69444E+00    4   1962
   506  .75000E+02  .69444E+00    4   1966
   507  .75625E+02  .62500E+00    4   1970
   508  .76250E+02  .62500E+00    4   1974
   509  .76875E+02  .62500E+00    4   1978
   510  .77500E+02  .62500E+00    4   1982
   511  .78125E+02  .62500E+00    4   1986
   512  .78750E+02  .62500E+00    4   1990
   513  .79375E+02  .62500E+00    4   1994
   514  .80000E+02  .62500E+00    4   1998
   515  .80625E+02  .62500E+00    4   2002
   516  .81250E+02  .62500E+00    4   2006
   517  .81875E+02  .62500E+00    3   2009
   518  .82656E+02  .78125E+00    4   2013
   519  .83438E+02  .78125E+00    4   2017
   520  .84219E+02  .78125E+00    4   2021
   521  .85000E+02  .78125E+00    4   2025
   522  .85714E+02  .71429E+00    4   2029
   523  .86429E+02  .71429E+00    4   2033
   524  .87143E+02  .71429E+00    4   2037
   525  .87857E+02  .71428E+00    4   2041
   526  .88571E+02  .71428E+00    4   2045
   527  .89286E+02  .71428E+00    4   2049
   528  .90000E+02  .71428E+00    4   2053
   529  .90714E+02  .71429E+00    4   2057
   530  .91429E+02  .71429E+00    4   2061
   531  .92143E+02  .71429E+00    4   2065
   532  .92857E+02  .71428E+00    4   2069
   533  .93571E+02  .71428E+00    4   2073
   534  .94286E+02  .71428E+00    4   2077
   535  .95000E+02  .71428E+00    4   2081
   536  .95714E+02  .71429E+00    3   2084
   537  .96429E+02  .71429E+00    3   2087
   538  .97321E+02  .89286E+00    4   2091
   539  .98214E+02  .89286E+00    4   2095
   540  .99107E+02  .89286E+00    4   2099
   541  .10000E+03  .89285E+00    4   2103
   542  .10083E+03  .83333E+00    4   2107
   543  .10167E+03  .83333E+00    4   2111
   544  .10250E+03  .83333E+00    4   2115
   545  .10333E+03  .83333E+00    4   2119
   546  .10417E+03  .83333E+00    4   2123
   547  .10500E+03  .83333E+00    4   2127
   548  .10583E+03  .83333E+00    4   2131
   549  .10667E+03  .83333E+00    4   2135
   550  .10750E+03  .83333E+00    4   2139
   551  .10833E+03  .83333E+00    4   2143
   552  .10917E+03  .83333E+00    4   2147
   553  .11000E+03  .83333E+00    3   2150
   554  .11100E+03  .10000E+01    4   2154
   555  .11200E+03  .10000E+01    4   2158
   556  .11300E+03  .10000E+01    4   2162
   557  .11400E+03  .10000E+01    4   2166
   558  .11500E+03  .10000E+01    4   2170
   559  .11600E+03  .10000E+01    4   2174
   560  .11700E+03  .10000E+01    4   2178
   561  .11800E+03  .10000E+01    4   2182
   562  .11900E+03  .10000E+01    4   2186
   563  .12000E+03  .10000E+01    4   2190
   564  .12100E+03  .10000E+01    4   2194
   565  .12200E+03  .10000E+01    4   2198
   566  .12300E+03  .10000E+01    4   2202
   567  .12400E+03  .10000E+01    4   2206
   568  .12500E+03  .10000E+01    4   2210
   569  .12600E+03  .10000E+01    4   2214
   570  .12700E+03  .10000E+01    4   2218
   571  .12800E+03  .10000E+01    4   2222
   572  .12900E+03  .10000E+01    4   2226
   573  .13000E+03  .10000E+01    4   2230
   574  .13100E+03  .10000E+01    4   2234
   575  .13200E+03  .10000E+01    4   2238
   576  .13300E+03  .10000E+01    4   2242
   577  .13400E+03  .10000E+01    4   2246
   578  .13500E+03  .10000E+01    4   2250
   579  .13600E+03  .10000E+01    4   2254
   580  .13700E+03  .10000E+01    4   2258
   581  .13800E+03  .10000E+01    4   2262
   582  .13900E+03  .10000E+01    4   2266
   583  .14000E+03  .10000E+01    4   2270
   584  .14100E+03  .10000E+01    4   2274
   585  .14200E+03  .10000E+01    4   2278
   586  .14300E+03  .10000E+01    4   2282
   587  .14400E+03  .10000E+01    4   2286
   588  .14500E+03  .10000E+01    4   2290
   589  .14600E+03  .10000E+01    3   2293
   590  .14700E+03  .10000E+01    3   2296
   591  .14800E+03  .10000E+01    3   2299
   592  .14900E+03  .10000E+01    3   2302
   593  .15000E+03  .10000E+01    3   2305
   594  .15125E+03  .12500E+01    4   2309
   595  .15250E+03  .12500E+01    4   2313
   596  .15375E+03  .12500E+01    4   2317
   597  .15500E+03  .12500E+01    4   2321
   598  .15625E+03  .12500E+01    4   2325
   599  .15750E+03  .12500E+01    4   2329
   600  .15875E+03  .12500E+01    4   2333
   601  .16000E+03  .12500E+01    4   2337
   602  .16125E+03  .12500E+01    4   2341
   603  .16250E+03  .12500E+01    4   2345
   604  .16375E+03  .12500E+01    4   2349
   605  .16500E+03  .12500E+01    4   2353
   606  .16625E+03  .12500E+01    4   2357
   607  .16750E+03  .12500E+01    4   2361
   608  .16875E+03  .12500E+01    4   2365
   609  .17000E+03  .12500E+01    4   2369
   610  .17125E+03  .12500E+01    4   2373
   611  .17250E+03  .12500E+01    4   2377
   612  .17375E+03  .12500E+01    4   2381
   613  .17500E+03  .12500E+01    4   2385
   614  .17625E+03  .12500E+01    4   2389
   615  .17750E+03  .12500E+01    4   2393
   616  .17875E+03  .12500E+01    4   2397
   617  .18000E+03  .12500E+01    4   2401
   618  .18125E+03  .12500E+01    4   2405
   619  .18250E+03  .12500E+01    4   2409
   620  .18375E+03  .12500E+01    4   2413
   621  .18500E+03  .12500E+01    4   2417
   622  .18625E+03  .12500E+01    4   2421
   623  .18750E+03  .12500E+01    3   2424
   624  .18875E+03  .12500E+01    3   2427
   625  .19000E+03  .12500E+01    3   2430
   626  .19167E+03  .16667E+01    4   2434
   627  .19333E+03  .16667E+01    4   2438
   628  .19500E+03  .16667E+01    4   2442
   629  .19667E+03  .16667E+01    4   2446
   630  .19833E+03  .16667E+01    4   2450
   631  .20000E+03  .16667E+01    4   2454
   632  .20167E+03  .16667E+01    4   2458
   633  .20333E+03  .16667E+01    4   2462
   634  .20500E+03  .16667E+01    4   2466
   635  .20667E+03  .16667E+01    4   2470
   636  .20833E+03  .16667E+01    4   2474
   637  .21000E+03  .16667E+01    4   2478
   638  .21167E+03  .16667E+01    4   2482
   639  .21333E+03  .16667E+01    4   2486
   640  .21500E+03  .16667E+01    4   2490
   641  .21667E+03  .16667E+01    4   2494
   642  .21833E+03  .16667E+01    4   2498
   643  .22000E+03  .16667E+01    4   2502
   644  .22167E+03  .16667E+01    4   2506
   645  .22333E+03  .16667E+01    4   2510
