 ************************************************************************
 *                                                                      *
 *                                                                      *
 *Tension Permeameter - Rafael Angulo - Sahel Data                      *
 *Cumulative infiltration - final water content                         *
 *                                                                      *
 ************************************************************************


 PROGRAM PARAMETERS
 ==================
 MAX. ITERATIONS.....................(MIT)............... 50
 NO. OF OBSERVATIONS.................(NOBb)............. 223


 SOIL PROPERTIES
 =========================
 RESIDUAL MOISTURE CONTENT...........(WCR)............      .010
 SATURATED MOISTURE CONTENT..........(WCS)............      .280
 FIRST COEFFICIENT...................(ALPHA)..........      .070
 SECOND COEFFICIENT..................(N)..............     1.900
 SATURATED CONDUCTIVITY..............(CONDS).......... .3000E-02
 PORE CONECTIVITY FACTOR.............(L)..............      .500


 Observed QUANTITY 
 ==================
    Obs     Time    QUANTITY     Type  Position   Weight
   93  3690.000     -4840.330    -4812.392  -27.938     0     3
   94  3720.000     -4900.520    -4860.118  -40.402     0     3
   95  3765.000     -4984.990    -4931.504  -53.486     0     3
   96  3810.000     -5071.580    -5002.730  -68.850     0     3
   97  3870.000     -5183.510    -5097.428  -86.082     0     3
   98  3930.000     -5293.320    -5191.914 -101.406     0     3
   99  3990.000     -5405.250    -5286.239 -119.011     0     3
  100  4020.000     -5460.160    -5333.395 -126.766     0     3
  101  4050.000     -5515.060    -5380.539 -134.521     0     3
  102  4080.000     -5569.970    -5427.657 -142.313     0     3
  103  4110.000     -5626.990    -5474.744 -152.246     0     3
  104  4140.000     -5679.790    -5521.802 -157.988     0     3
  105  4170.000     -5734.700    -5568.831 -165.870     0     3
  106  4200.000     -5790.660    -5615.831 -174.830     0     3
  107  4230.000     -5844.510    -5662.803 -181.707     0     3
  108  4260.000     -5900.470    -5709.750 -190.721     0     3
  109  4290.000     -5955.380    -5756.670 -198.710     0     3
  110  4470.000     -5955.380    -6119.935  164.555     0     3
  111  4480.000     -5999.730    -6139.445  139.715     0     3
  112  4490.000     -6035.630    -6158.956  123.326     0     3
  113  4500.000     -6067.310    -6178.454  111.144     0     3
  114  4510.000     -6096.880    -6197.937  101.057     0     3
  115  4520.000     -6123.270    -6217.412   94.142     0     3
  116  4530.000     -6144.180    -6236.866   92.686     0     3
  117  4545.000     -6187.680    -6266.008   78.328     0     3
  118  4560.000     -6225.700    -6295.116   69.416     0     3
  119  4575.000     -6262.650    -6324.194   61.544     0     3
  120  4590.000     -6299.610    -6353.246   53.636     0     3
  121  4605.000     -6335.510    -6382.272   46.763     0     3
  122  4620.000     -6370.360    -6411.275   40.915     0     3
  123  4635.000     -6405.200    -6440.255   35.055     0     3
  124  4650.000     -6440.050    -6469.213   29.164     0     3
  125  4665.000     -6473.840    -6498.152   24.312     0     3
  126  4680.000     -6508.680    -6527.071   18.391     0     3
  127  4695.000     -6541.420    -6555.972   14.552     0     3
  128  4710.000     -6575.210    -6584.856    9.646     0     3
  129  4725.000     -6609.000    -6613.723    4.723     0     3
  130  4740.000     -6643.840    -6642.573   -1.267     0     3
  131  4755.000     -6677.630    -6671.408   -6.222     0     3
  132  4770.000     -6712.480    -6700.229  -12.251     0     3
  133  4785.000     -6746.270    -6729.034  -17.236     0     3
  134  4800.000     -6779.000    -6757.826  -21.174     0     3
  135  4815.000     -6814.900    -6786.604  -28.295     0     3
  136  4830.000     -6845.520    -6815.370  -30.150     0     3
  137  4845.000     -6880.370    -6844.123  -36.247     0     3
  138  4860.000     -6914.160    -6872.864  -41.296     0     3
  139  4875.000     -6946.890    -6901.593  -45.297     0     3
  140  4905.000     -7016.580    -6958.987  -57.593     0     3
  141  4920.000     -7049.310    -6987.676  -61.634     0     3
  142  4935.000     -7084.160    -7016.358  -67.802     0     3
  143  4950.000     -7117.950    -7045.031  -72.919     0     3
  144  4965.000     -7151.740    -7073.694  -78.046     0     3
  145  4980.000     -7185.530    -7102.348  -83.182     0     3
  146  4995.000     -7219.320    -7130.992  -88.328     0     3
  147  5010.000     -7252.050    -7159.627  -92.422     0     3
  148  5025.000     -7287.950    -7188.254  -99.696     0     3
  149  5040.000     -7320.690    -7216.872 -103.818     0     3
  150  5055.000     -7354.470    -7245.481 -108.989     0     3
  151  5070.000     -7387.210    -7274.082 -113.128     0     3
  152  5085.000     -7419.940    -7302.675 -117.265     0     3
  153  5100.000     -7452.680    -7331.259 -121.421     0     3
  154  5115.000     -7485.410    -7359.836 -125.574     0     3
  155  5295.000     -7485.410    -7758.515  273.104     0     3
  156  5305.000     -7548.760    -7780.268  231.508     0     3
  157  5315.000     -7595.220    -7802.021  206.800     0     3
  158  5325.000     -7633.240    -7823.764  190.524     0     3
  159  5335.000     -7664.910    -7845.498  180.587     0     3
  160  5345.000     -7698.700    -7867.220  168.520     0     3
  161  5355.000     -7728.270    -7888.933  160.663     0     3
  162  5370.000     -7778.950    -7921.475  142.524     0     3
  163  5385.000     -7823.300    -7953.993  130.693     0     3
  164  5400.000     -7867.650    -7986.490  118.840     0     3
  165  5415.000     -7909.890    -8018.969  109.079     0     3
  166  5430.000     -7952.120    -8051.429   99.309     0     3
  167  5445.000     -7992.250    -8083.872   91.622     0     3
  168  5475.000     -8074.610    -8148.665   74.055     0     3
  169  5490.000     -8116.850    -8181.052   64.202     0     3
  170  5505.000     -8156.970    -8213.430   56.459     0     3
  171  5520.000     -8192.870    -8245.795   52.925     0     3
  172  5535.000     -8235.110    -8278.147   43.037     0     3
  173  5550.000     -8277.350    -8310.487   33.138     0     3
  174  5565.000     -8313.250    -8342.815   29.565     0     3
  175  5580.000     -8355.490    -8375.132   19.642     0     3
  176  5595.000     -8396.670    -8407.437   10.767     0     3
  177  5610.000     -8435.740    -8439.730    3.990     0     3
  178  5625.000     -8473.750    -8472.014   -1.736     0     3
  179  5640.000     -8513.870    -8504.286   -9.584     0     3
  180  5655.000     -8555.050    -8536.549  -18.501     0     3
  181  5685.000     -8636.360    -8601.019  -35.342     0     3
  182  5700.000     -8670.150    -8633.247  -36.903     0     3
  183  5715.000     -8699.720    -8665.470  -34.250     0     3
  184  5730.000     -8748.290    -8697.685  -50.605     0     3
  185  5745.000     -8787.360    -8729.892  -57.469     0     3
  186  5760.000     -8825.370    -8762.090  -63.280     0     3
  187  5775.000     -8868.660    -8794.280  -74.380     0     3
  188  5790.000     -8906.680    -8826.463  -80.217     0     3
  189  5805.000     -8942.580    -8858.639  -83.941     0     3
